	taxid	species	target_name	tlen	query name	accession	qlen	E-value	score1	bias1	#	of	c-Evalue	i-Evalue	score	bias	hmmfrom	hmmto	alifrom	alito	envfrom	envto	acc	description of target	chimera	superkingdom	kingdom	phylum	order	sci_name	color
797	1926264.0	Clonostachys chloroleuca	CAI6094486.1	231.0	GCF_012932325.1;XP_034233350.1;HGT_(17,195)	-	182.0	3.9999999999999995e-54	197.9	12.5	1.0	1.0	3.300000000000001e-59	5.1e-54	197.5	12.5	6.0	182.0	11.0	182.0	5.0	182.0	0.93	unnamed protein product [Clonostachys chloroleuca]	False	Eukaryota	Fungi	Ascomycota	Hypocreales	Clonostachys chloroleuca	brown
959	2838802.0	Colletotrichum sp. SAR 10_96	KAI8220360.1	229.0	GCF_012932325.1;XP_034233350.1;HGT_(17,195)	-	182.0	3.9999999999999995e-54	197.9	12.9	1.0	1.0	3.300000000000001e-59	5.1e-54	197.5	12.9	12.0	181.0	17.0	187.0	5.0	188.0	0.92	putative endoglucanase type K [Colletotrichum sp. SAR 10_96]	False	Eukaryota	Fungi	Ascomycota	Glomerellales	Colletotrichum sp. SAR 10_96	brown
563	1131913.0	Colletotrichum viniferum	KAF4926019.1	229.0	GCF_012932325.1;XP_034233350.1;HGT_(17,195)	-	182.0	3.9e-54	197.9	12.9	1.0	1.0	3.300000000000001e-59	5.1e-54	197.5	12.9	12.0	181.0	17.0	187.0	5.0	188.0	0.92	putative endoglucanase type K [Colletotrichum viniferum]	False	Eukaryota	Fungi	Ascomycota	Glomerellales	Colletotrichum viniferum	brown
783	1836956.0	Colletotrichum chrysophilum	XP_053040510.1	229.0	GCF_012932325.1;XP_034233350.1;HGT_(17,195)	-	182.0	3.9e-54	197.9	12.6	1.0	1.0	3.4e-59	5.2e-54	197.5	12.6	12.0	181.0	17.0	187.0	6.0	188.0	0.92	uncharacterized protein COL26b_002591 [Colletotrichum chrysophilum]	False	Eukaryota	Fungi	Ascomycota	Glomerellales	Colletotrichum chrysophilum	brown
672	1392251.0	Karstenula rhodostoma CBS 690.94	KAF2450550.1	232.0	GCF_012932325.1;XP_034233350.1;HGT_(17,195)	-	182.0	3.9e-54	197.9	12.5	1.0	1.0	3.4e-59	5.299999999999997e-54	197.5	12.5	6.0	181.0	9.0	184.0	5.0	185.0	0.93	glycoside hydrolase family 45 protein [Karstenula rhodostoma CBS 690.94]	False	Eukaryota	Fungi	Ascomycota	Pleosporales	Karstenula rhodostoma	brown
156	83461.0	Corallococcus	WP_158620276.1	215.0	GCF_012932325.1;XP_034233350.1;HGT_(17,195)	-	182.0	4.4e-54	197.7	12.2	1.0	1.0	3.5e-59	5.4e-54	197.5	12.2	15.0	182.0	9.0	174.0	1.0	174.0	0.96	MULTISPECIES: hypothetical protein [Corallococcus]	False	Bacteria		Myxococcota	Myxococcales	83461	blue
284	196109.0	Microdochium bolleyi	KXJ90156.1	234.0	GCF_012932325.1;XP_034233350.1;HGT_(17,195)	-	182.0	3.6999999999999997e-54	198.0	11.5	1.0	1.0	3.6e-59	5.6e-54	197.4	11.5	12.0	179.0	17.0	180.0	5.0	184.0	0.93	endoglucanase V [Microdochium bolleyi]	False	Eukaryota	Fungi	Ascomycota	Xylariales	Microdochium bolleyi	brown
602	1237896.0	Colletotrichum gloeosporioides Cg-14	EQB52129.1	229.0	GCF_012932325.1;XP_034233350.1;HGT_(17,195)	-	182.0	4.4e-54	197.7	13.1	1.0	1.0	3.6e-59	5.6e-54	197.4	13.1	12.0	181.0	17.0	187.0	5.0	188.0	0.92	glycosyl hydrolase family 45 [Colletotrichum gloeosporioides Cg-14]	False	Eukaryota	Fungi	Ascomycota	Glomerellales	Colletotrichum gloeosporioides	brown
917	2663373.0	Xylaria sp. CBS 124048	KAI1438071.1	349.0	GCF_012932325.1;XP_034233350.1;HGT_(17,195)	-	182.0	5.8e-54	197.3	12.7	1.0	1.0	3.7000000000000004e-59	5.8e-54	197.3	12.7	12.0	179.0	18.0	181.0	6.0	185.0	0.92	RlpA-like double-psi beta-barrel-protein domain-containing protein-containing protein [Xylaria sp. CBS 124048]	False	Eukaryota	Fungi	Ascomycota	Xylariales	Xylaria sp. CBS 124048	brown
960	2838810.0	Colletotrichum sp. SAR11_239	KAI8263611.1	229.0	GCF_012932325.1;XP_034233350.1;HGT_(17,195)	-	182.0	4.6e-54	197.7	13.0	1.0	1.0	3.7000000000000004e-59	5.8e-54	197.3	13.0	12.0	181.0	17.0	187.0	5.0	188.0	0.92	putative endoglucanase type K [Colletotrichum sp. SAR11_239]	False	Eukaryota	Fungi	Ascomycota	Glomerellales	Colletotrichum sp. SAR11_239	brown
15	5467.0	Colletotrichum truncatum	XP_036587533.1	239.0	GCF_012932325.1;XP_034233350.1;HGT_(17,195)	-	182.0	4.4e-54	197.7	11.9	1.0	1.0	3.9e-59	5.999999999999999e-54	197.3	11.9	13.0	181.0	28.0	197.0	15.0	198.0	0.92	glycoside hydrolase family 45 protein [Colletotrichum truncatum]	False	Eukaryota	Fungi	Ascomycota	Glomerellales	Colletotrichum truncatum	brown
90	47266.0	Dactylellina cionopaga	KAF3931614.1	324.0	GCF_012932325.1;XP_034233350.1;HGT_(17,195)	-	182.0	6.1e-54	197.3	13.9	1.0	1.0	3.9e-59	6.1e-54	197.3	13.9	15.0	182.0	118.0	284.0	111.0	284.0	0.93	Endoglucanase-5 [Dactylellina cionopaga]	False	Eukaryota	Fungi	Ascomycota	Orbiliales	Dactylellina cionopaga	brown
944	2813577.0	Myxococcus sp. SCHIC003	WP_206719153.1	232.0	GCF_012932325.1;XP_034233350.1;HGT_(17,195)	-	182.0	4.4e-54	197.7	13.6	1.0	1.0	4e-59	6.2e-54	197.2	13.6	12.0	182.0	21.0	189.0	11.0	189.0	0.96	hypothetical protein [Myxococcus sp. SCHIC003]	False	Bacteria		Myxococcota	Myxococcales	Myxococcus sp. SCHIC003	blue
647	1325733.0	Fusarium floridanum	RSL81353.1	366.0	GCF_012932325.1;XP_034233350.1;HGT_(17,195)	-	182.0	6.6e-54	197.2	13.0	1.0	1.0	4.2e-59	6.6e-54	197.2	13.0	12.0	181.0	14.0	180.0	4.0	181.0	0.94	putative endoglucanase type K [Fusarium floridanum]	False	Eukaryota	Fungi	Ascomycota	Hypocreales	Fusarium floridanum	brown
649	1325737.0	Fusarium sp. AF-6	RSL63967.1	367.0	GCF_012932325.1;XP_034233350.1;HGT_(17,195)	-	182.0	6.6e-54	197.2	13.0	1.0	1.0	4.3e-59	6.6e-54	197.2	13.0	12.0	181.0	14.0	180.0	4.0	181.0	0.94	putative endoglucanase type K [Fusarium sp. AF-6]	False	Eukaryota	Fungi	Ascomycota	Hypocreales	Fusarium sp. AF-6	brown
888	2614577.0	Emericellopsis atlantica	XP_046122691.1	232.0	GCF_012932325.1;XP_034233350.1;HGT_(17,195)	-	182.0	5.2e-54	197.5	11.2	1.0	1.0	4.4000000000000015e-59	6.8e-54	197.1	11.2	6.0	181.0	12.0	182.0	7.0	183.0	0.94	RlpA-like double-psi beta-barrel-protein domain-containing protein-containing protein [Emericellopsis atlantica]	False	Eukaryota	Fungi	Ascomycota	Hypocreales	Emericellopsis atlantica	brown
526	1001833.0	Hypoxylon sp. CI-4A	OTA98895.1	231.0	GCF_012932325.1;XP_034233350.1;HGT_(17,195)	-	182.0	4.7e-54	197.6	13.8	1.0	1.0	4.4000000000000015e-59	6.8e-54	197.1	13.8	13.0	181.0	20.0	188.0	7.0	189.0	0.91	glycoside hydrolase family 45 protein [Hypoxylon sp. CI-4A]	False	Eukaryota	Fungi	Ascomycota	Xylariales	Hypoxylon sp. CI-4A	brown
882	2601811.0	Elsinoe batatas	KAG8630147.1	466.0	GCF_012932325.1;XP_034233350.1;HGT_(17,195)	-	182.0	7.1e-54	197.1	14.4	1.0	1.0	4.600000000000001e-59	7.1e-54	197.1	14.4	3.0	179.0	8.0	185.0	6.0	188.0	0.91	hypothetical protein KVT40_001766 [Elsinoe batatas]	False	Eukaryota	Fungi	Ascomycota	Myriangiales	Elsinoe batatas	brown
996		uncultured organism	AOW70406.1	232.0	GCF_012932325.1;XP_034233350.1;HGT_(17,195)	-	182.0	5.1e-54	197.5	9.6	1.0	1.0	4.5e-59	7.1e-54	197.1	9.6	6.0	181.0	12.0	182.0	7.0	183.0	0.94	glycoside hydrolase family 45 protein [uncultured organism]	False						
326	289240.0	Neopestalotiopsis clavispora	KAF7542110.1	239.0	GCF_012932325.1;XP_034233350.1;HGT_(17,195)	-	182.0	5.4e-54	197.5	14.9	1.0	1.0	4.7e-59	7.3e-54	197.0	14.9	7.0	182.0	13.0	190.0	6.0	190.0	0.92	hypothetical protein G7054_g11 [Neopestalotiopsis clavispora]	False	Eukaryota	Fungi	Ascomycota	Xylariales	Neopestalotiopsis clavispora	brown
615	1280524.0	Stachybotrys chartarum IBT 40293	KFA46847.1	733.0	GCF_012932325.1;XP_034233350.1;HGT_(17,195)	-	182.0	6.1e-54	197.3	12.1	1.0	1.0	4.8e-59	7.399999999999996e-54	197.0	10.5	13.0	181.0	505.0	668.0	494.0	669.0	0.94	hypothetical protein S40293_05590 [Stachybotrys chartarum IBT 40293]	False	Eukaryota	Fungi	Ascomycota	Hypocreales	Stachybotrys chartarum	brown
91	47278.0	Trichothecium roseum	KAI9901055.1	233.0	GCF_012932325.1;XP_034233350.1;HGT_(17,195)	-	182.0	5.6e-54	197.4	10.1	1.0	1.0	5e-59	7.8e-54	196.9	10.1	12.0	181.0	18.0	183.0	6.0	184.0	0.92	hypothetical protein N3K66_002872 [Trichothecium roseum]	False	Eukaryota	Fungi	Ascomycota	Hypocreales	Trichothecium roseum	brown
155	83455.0	Myxococcus stipitatus	WP_015347659.1	232.0	GCF_012932325.1;XP_034233350.1;HGT_(17,195)	-	182.0	5.7e-54	197.4	11.7	1.0	1.0	5e-59	7.8e-54	196.9	11.7	11.0	182.0	20.0	189.0	11.0	189.0	0.96	endoglucanase [Myxococcus stipitatus]	False	Bacteria		Myxococcota	Myxococcales	DSM 14675	blue
617	1283842.0	Stachybotrys chartarum IBT 40288	KFA71932.1	760.0	GCF_012932325.1;XP_034233350.1;HGT_(17,195)	-	182.0	7.2e-54	197.0	12.1	1.0	1.0	5.100000000000001e-59	7.9e-54	196.9	10.5	13.0	181.0	546.0	709.0	535.0	710.0	0.94	hypothetical protein S40288_06733 [Stachybotrys chartarum IBT 40288]	False	Eukaryota	Fungi	Ascomycota	Hypocreales	Stachybotrys chartarum	brown
449	647257.0	Ciborinia camelliae	KAI9647590.1	314.0	GCF_012932325.1;XP_034233350.1;HGT_(17,195)	-	182.0	7.9e-54	196.9	15.3	1.0	1.0	5.100000000000001e-59	7.9e-54	196.9	15.3	12.0	181.0	23.0	196.0	12.0	197.0	0.92	hypothetical protein NHQ30_003975 [Ciborinia camelliae]	False	Eukaryota	Fungi	Ascomycota	Helotiales	Ciborinia camelliae	brown
338	318751.0	Westerdykella ornata	XP_033650977.1	233.0	GCF_012932325.1;XP_034233350.1;HGT_(17,195)	-	182.0	5.9e-54	197.3	15.0	1.0	1.0	5.100000000000001e-59	7.999999999999998e-54	196.9	15.0	13.0	181.0	19.0	186.0	8.0	187.0	0.93	endoglucanase-5 [Westerdykella ornata]	False	Eukaryota	Fungi	Ascomycota	Pleosporales	Westerdykella ornata	brown
618	1284197.0	Dactylellina haptotyla CBS 200.50	EPS44931.1	318.0	GCF_012932325.1;XP_034233350.1;HGT_(17,195)	-	182.0	8.3e-54	196.8	16.2	1.0	1.0	5.3e-59	8.3e-54	196.8	16.2	15.0	182.0	112.0	278.0	103.0	278.0	0.93	hypothetical protein H072_1082 [Dactylellina haptotyla CBS 200.50]	False	Eukaryota	Fungi	Ascomycota	Orbiliales	Dactylellina haptotyla	brown
635	1314773.0	Sodiomyces alkalinus F11	XP_028471417.1	243.0	GCF_012932325.1;XP_034233350.1;HGT_(17,195)	-	182.0	6.5e-54	197.2	10.0	1.0	1.0	5.400000000000002e-59	8.4e-54	196.8	10.0	12.0	181.0	22.0	192.0	9.0	193.0	0.93	glycoside hydrolase [Sodiomyces alkalinus F11]	False	Eukaryota	Fungi	Ascomycota	Glomerellales	Sodiomyces alkalinus	brown
419	510951.0	Neurospora tetrasperma FGSC 2508	XP_009853913.1	293.0	GCF_012932325.1;XP_034233350.1;HGT_(17,195)	-	182.0	1e-53	196.5	12.8	1.0	1.0	6.600000000000001e-59	1e-53	196.5	12.8	12.0	181.0	18.0	182.0	6.0	183.0	0.94	hypothetical protein NEUTE1DRAFT_50259 [Neurospora tetrasperma FGSC 2508]	False	Eukaryota	Fungi	Ascomycota	Sordariales	Neurospora tetrasperma	brown
246	152316.0	Truncatella angustata	KAH8194660.1	286.0	GCF_012932325.1;XP_034233350.1;HGT_(17,195)	-	182.0	1.0999999999999999e-53	196.5	13.0	1.0	1.0	6.8e-59	1.0999999999999999e-53	196.5	13.0	10.0	181.0	16.0	183.0	7.0	184.0	0.93	hypothetical protein TruAng_011178 [Truncatella angustata]	False	Eukaryota	Fungi	Ascomycota	Xylariales	Truncatella angustata	brown
452	660025.0	Fusarium oxysporum f. sp. conglutinans Fo5176	EGU73994.1	384.0	GCF_012932325.1;XP_034233350.1;HGT_(17,195)	-	182.0	1.0999999999999999e-53	196.4	13.3	1.0	1.0	7.2e-59	1.0999999999999999e-53	196.4	13.3	12.0	181.0	14.0	180.0	4.0	181.0	0.93	hypothetical protein FOXB_15495 [Fusarium oxysporum f. sp. conglutinans Fo5176]	False	Eukaryota	Fungi	Ascomycota	Hypocreales	Fusarium oxysporum	brown
923	2686198.0	Emericellopsis cladophorae	XP_051358902.1	232.0	GCF_012932325.1;XP_034233350.1;HGT_(17,195)	-	182.0	8.5e-54	196.8	10.2	1.0	1.0	7.5e-59	1.1999999999999998e-53	196.3	10.2	6.0	181.0	12.0	182.0	7.0	183.0	0.94	glycoside hydrolase family 45 protein [Emericellopsis cladophorae]	False	Eukaryota	Fungi	Ascomycota	Hypocreales	Emericellopsis cladophorae	brown
853	2572875.0	Neopestalotiopsis sp. 37M	KAF3023480.1	258.0	GCF_012932325.1;XP_034233350.1;HGT_(17,195)	-	182.0	9.4e-54	196.7	16.5	1.0	1.0	8.3e-59	1.3e-53	196.2	16.5	3.0	181.0	28.0	205.0	24.0	206.0	0.93	hypothetical protein E8E14_003740 [Neopestalotiopsis sp. 37M]	False	Eukaryota	Fungi	Ascomycota	Xylariales	Neopestalotiopsis sp. 37M	brown
415	492091.0	Xylaria intraflava	KAI1819551.1	237.0	GCF_012932325.1;XP_034233350.1;HGT_(17,195)	-	182.0	1e-53	196.6	14.2	1.0	1.0	8.800000000000001e-59	1.4e-53	196.1	14.2	9.0	179.0	14.0	181.0	6.0	185.0	0.93	glycoside hydrolase family 45 protein [Xylaria intraflava]	False	Eukaryota	Fungi	Ascomycota	Xylariales	Xylaria intraflava	brown
468	690256.0	Colletotrichum fructicola	XP_031890628.1	229.0	GCF_012932325.1;XP_034233350.1;HGT_(17,195)	-	182.0	1e-53	196.5	13.5	1.0	1.0	8.9e-59	1.4e-53	196.1	13.5	13.0	181.0	18.0	187.0	8.0	188.0	0.93	uncharacterized protein CGMCC3_g3012 [Colletotrichum fructicola]	False	Eukaryota	Fungi	Ascomycota	Glomerellales	Colletotrichum fructicola	brown
904	2614606.0	Biscogniauxia sp. FL1348	KAI0602494.1	236.0	GCF_012932325.1;XP_034233350.1;HGT_(17,195)	-	182.0	1.0999999999999999e-53	196.5	11.4	1.0	1.0	9.7e-59	1.4999999999999999e-53	196.0	11.4	12.0	179.0	18.0	181.0	8.0	185.0	0.93	K-family cellulase [Biscogniauxia sp. FL1348]	False	Eukaryota	Fungi	Ascomycota	Xylariales	Biscogniauxia sp. FL1348	brown
390	403661.0	uncultured symbiotic protist of Mastotermes darwiniensis	BAF57441.1	220.0	GCF_012932325.1;XP_034233350.1;HGT_(17,195)	-	182.0	1.5999999999999996e-53	195.9	12.7	1.0	1.0	1.2e-58	1.8e-53	195.7	12.7	12.0	181.0	10.0	177.0	1.0	178.0	0.92	putative glycosyl hydrolase family45 [uncultured symbiotic protist of Mastotermes darwiniensis]	False	Eukaryota				uncultured symbiotic protist of Mastotermes darwiniensis	black
208	109381.0	Nemania serpens	KAI1186780.1	239.0	GCF_012932325.1;XP_034233350.1;HGT_(17,195)	-	182.0	1.0999999999999999e-53	196.4	13.6	1.0	1.0	1.1e-58	1.8e-53	195.8	13.6	13.0	179.0	20.0	183.0	8.0	187.0	0.92	glycoside hydrolase family 45 protein [Nemania serpens]	False	Eukaryota	Fungi	Ascomycota	Xylariales	Nemania serpens	brown
913	2663364.0	Hypoxylon sp. FL1150	KAI1759442.1	232.0	GCF_012932325.1;XP_034233350.1;HGT_(17,195)	-	182.0	1.4e-53	196.1	15.6	1.0	1.0	1.2e-58	1.8e-53	195.7	15.6	8.0	181.0	15.0	188.0	7.0	189.0	0.92	glycoside hydrolase family 45 protein [Hypoxylon sp. FL1150]	False	Eukaryota	Fungi	Ascomycota	Xylariales	Hypoxylon sp. FL1150	brown
799	1932322.0	Didymosphaeria variabile	KAJ4358374.1	232.0	GCF_012932325.1;XP_034233350.1;HGT_(17,195)	-	182.0	1.3e-53	196.2	15.0	1.0	1.0	1.2e-58	1.8e-53	195.7	15.0	11.0	181.0	14.0	184.0	5.0	185.0	0.92	hypothetical protein N0V89_002956 [Didymosphaeria variabile]	False	Eukaryota	Fungi	Ascomycota	Pleosporales	Didymosphaeria variabile	brown
417	503106.0	Marssonina coronariae	OWP03006.1	312.0	GCF_012932325.1;XP_034233350.1;HGT_(17,195)	-	182.0	1.9e-53	195.7	16.4	1.0	1.0	1.2e-58	1.9e-53	195.7	16.4	12.0	181.0	18.0	189.0	7.0	190.0	0.92	hypothetical protein B2J93_3632 [Marssonina coronariae]	False	Eukaryota	Fungi	Ascomycota	Helotiales	Marssonina coronariae	brown
785	1859967.0	Paramyrothecium foliicola	KAI9162925.1	235.0	GCF_012932325.1;XP_034233350.1;HGT_(17,195)	-	182.0	1.4e-53	196.1	10.5	1.0	1.0	1.2e-58	1.9e-53	195.7	10.5	14.0	182.0	20.0	186.0	5.0	186.0	0.92	putative endoglucanase type K-like protein [Paramyrothecium foliicola]	False	Eukaryota	Fungi	Ascomycota	Hypocreales	Paramyrothecium foliicola	brown
87	45428.0	Amylocarpus encephaloides	KAG9232436.1	228.0	GCF_012932325.1;XP_034233350.1;HGT_(17,195)	-	182.0	1.1999999999999998e-53	196.3	12.4	1.0	1.0	1.2e-58	1.9e-53	195.7	12.4	13.0	181.0	17.0	184.0	6.0	185.0	0.9	family 45 glycosyl hydrolase [Amylocarpus encephaloides]	False	Eukaryota	Fungi	Ascomycota	Helotiales	Amylocarpus encephaloides	brown
429	563466.0	Scedosporium apiospermum	XP_016642124.1	232.0	GCF_012932325.1;XP_034233350.1;HGT_(17,195)	-	182.0	1.3e-53	196.2	12.8	1.0	1.0	1.2e-58	1.9e-53	195.7	12.8	10.0	181.0	16.0	188.0	6.0	189.0	0.92	Glycosyl hydrolase family 45 [Scedosporium apiospermum]	False	Eukaryota	Fungi	Ascomycota	Microascales	Scedosporium apiospermum	brown
124	63214.0	Hypoxylon fragiforme	XP_049112906.1	232.0	GCF_012932325.1;XP_034233350.1;HGT_(17,195)	-	182.0	1.4999999999999999e-53	196.0	14.6	1.0	1.0	1.3e-58	2.1e-53	195.5	14.6	13.0	181.0	20.0	188.0	8.0	189.0	0.91	glycoside hydrolase family 45 protein [Hypoxylon fragiforme]	False	Eukaryota	Fungi	Ascomycota	Xylariales	Hypoxylon fragiforme	brown
423	538528.0	Colletotrichum camelliae	KAH0444263.1	229.0	GCF_012932325.1;XP_034233350.1;HGT_(17,195)	-	182.0	1.5999999999999996e-53	195.9	13.2	1.0	1.0	1.4e-58	2.1999999999999997e-53	195.5	13.2	12.0	181.0	17.0	187.0	6.0	188.0	0.92	glycosyl hydrolase family 45 [Colletotrichum camelliae]	False	Eukaryota	Fungi	Ascomycota	Glomerellales	Colletotrichum camelliae	brown
832	2175906.0	Colletotrichum plurivorum	KAF6833389.1	231.0	GCF_012932325.1;XP_034233350.1;HGT_(17,195)	-	182.0	1.8e-53	195.7	10.1	1.0	1.0	1.5e-58	2.2999999999999997e-53	195.4	10.1	13.0	181.0	20.0	189.0	6.0	190.0	0.92	glycoside hydrolase family 45 protein [Colletotrichum plurivorum]	False	Eukaryota	Fungi	Ascomycota	Glomerellales	Colletotrichum plurivorum	brown
601	1237075.0	Fusarium torreyae	KAJ4247153.1	379.0	GCF_012932325.1;XP_034233350.1;HGT_(17,195)	-	182.0	2.3999999999999996e-53	195.3	12.0	1.0	1.0	1.6e-58	2.3999999999999996e-53	195.3	12.0	12.0	181.0	14.0	180.0	4.0	181.0	0.93	hypothetical protein NW762_013292 [Fusarium torreyae]	False	Eukaryota	Fungi	Ascomycota	Hypocreales	Fusarium torreyae	brown
919	2663375.0	Xylariaceae sp. FL0804	KAI0475274.1	244.0	GCF_012932325.1;XP_034233350.1;HGT_(17,195)	-	182.0	1.6999999999999998e-53	195.8	15.1	1.0	1.0	1.6e-58	2.3999999999999996e-53	195.3	15.1	12.0	179.0	21.0	187.0	7.0	191.0	0.89	glycoside hydrolase family 45 protein [Xylariaceae sp. FL0804]	False	Eukaryota	Fungi	Ascomycota	Xylariales	Xylariaceae sp. FL0804	brown
413	490159.0	Xylaria nigripes	KAI2631277.1	237.0	GCF_012932325.1;XP_034233350.1;HGT_(17,195)	-	182.0	1.5999999999999996e-53	195.9	11.5	1.0	1.0	1.5e-58	2.3999999999999996e-53	195.3	11.5	11.0	179.0	17.0	181.0	7.0	185.0	0.92	glycoside hydrolase family 45 protein [Xylaria nigripes]	False	Eukaryota	Fungi	Ascomycota	Xylariales	Xylaria nigripes	brown
769	1682393.0	Microdochium trichocladiopsis	XP_046005894.1	237.0	GCF_012932325.1;XP_034233350.1;HGT_(17,195)	-	182.0	1.6999999999999998e-53	195.9	11.1	1.0	1.0	1.6e-58	2.5e-53	195.3	11.1	6.0	179.0	15.0	183.0	9.0	187.0	0.91	RlpA-like double-psi beta-barrel-protein domain-containing protein-containing protein [Microdochium trichocladiopsis]	False	Eukaryota	Fungi	Ascomycota	Xylariales	Microdochium trichocladiopsis	brown
200	103428.0	Daldinia grandis	KAI0106774.1	230.0	GCF_012932325.1;XP_034233350.1;HGT_(17,195)	-	182.0	1.8e-53	195.7	13.4	1.0	1.0	1.6e-58	2.5e-53	195.3	13.4	12.0	181.0	18.0	187.0	7.0	188.0	0.89	glycoside hydrolase family 45 protein [Daldinia grandis]	False	Eukaryota	Fungi	Ascomycota	Xylariales	Daldinia grandis	brown
201	103429.0	Daldinia loculata	KAI2776644.1	230.0	GCF_012932325.1;XP_034233350.1;HGT_(17,195)	-	182.0	1.8e-53	195.8	13.4	1.0	1.0	1.6e-58	2.5e-53	195.3	13.4	12.0	181.0	18.0	187.0	7.0	188.0	0.89	glycoside hydrolase family 45 protein [Daldinia loculata]	False	Eukaryota	Fungi	Ascomycota	Xylariales	Daldinia loculata	brown
701	1448308.0	Corynespora cassiicola Philippines	PSN66660.1	220.0	GCF_012932325.1;XP_034233350.1;HGT_(17,195)	-	182.0	2.1999999999999997e-53	195.5	14.2	1.0	1.0	1.7000000000000002e-58	2.6e-53	195.2	14.2	10.0	181.0	7.0	177.0	1.0	178.0	0.93	glycoside hydrolase, partial [Corynespora cassiicola Philippines]	False	Eukaryota	Fungi	Ascomycota	Pleosporales	Corynespora cassiicola	brown
446	644352.0	Gaeumannomyces tritici R3-111a-1	XP_009229329.1	226.0	GCF_012932325.1;XP_034233350.1;HGT_(17,195)	-	182.0	1.9e-53	195.7	12.7	1.0	1.0	1.7000000000000002e-58	2.6e-53	195.2	12.7	7.0	181.0	9.0	183.0	3.0	184.0	0.9	hypothetical protein GGTG_13162 [Gaeumannomyces tritici R3-111a-1]	False	Eukaryota	Fungi	Ascomycota	Magnaporthales	Gaeumannomyces tritici	brown
353	326647.0	Daldinia decipiens	XP_049099703.1	230.0	GCF_012932325.1;XP_034233350.1;HGT_(17,195)	-	182.0	1.8e-53	195.7	13.4	1.0	1.0	1.7000000000000002e-58	2.6e-53	195.2	13.4	12.0	181.0	18.0	187.0	7.0	188.0	0.89	glycoside hydrolase family 45 protein [Daldinia decipiens]	False	Eukaryota	Fungi	Ascomycota	Xylariales	Daldinia decipiens	brown
476	703756.0	Colletotrichum simmondsii	KXH53573.1	234.0	GCF_012932325.1;XP_034233350.1;HGT_(17,195)	-	182.0	2e-53	195.6	12.3	1.0	1.0	1.7000000000000002e-58	2.6e-53	195.2	12.3	10.0	181.0	17.0	192.0	7.0	193.0	0.9	glycosyl hydrolase family 45 [Colletotrichum simmondsii]	False	Eukaryota	Fungi	Ascomycota	Glomerellales	Colletotrichum simmondsii	brown
480	708197.0	Colletotrichum tofieldiae	GKT74534.1	234.0	GCF_012932325.1;XP_034233350.1;HGT_(17,195)	-	182.0	2e-53	195.6	10.5	1.0	1.0	1.7000000000000002e-58	2.7e-53	195.2	10.5	13.0	181.0	21.0	191.0	9.0	192.0	0.92	glycoside hydrolase family 45 protein [Colletotrichum tofieldiae]	False	Eukaryota	Fungi	Ascomycota	Glomerellales	Colletotrichum tofieldiae	brown
481	710243.0	Colletotrichum fioriniae	XP_053049060.1	237.0	GCF_012932325.1;XP_034233350.1;HGT_(17,195)	-	182.0	1.9e-53	195.6	12.2	1.0	1.0	1.7000000000000002e-58	2.7e-53	195.2	12.2	12.0	181.0	22.0	195.0	10.0	196.0	0.9	uncharacterized protein COL516b_006409 [Colletotrichum fioriniae]	False	Eukaryota	Fungi	Ascomycota	Glomerellales	Colletotrichum fioriniae	brown
590	1209932.0	Colletotrichum scovillei	XP_035337772.1	234.0	GCF_012932325.1;XP_034233350.1;HGT_(17,195)	-	182.0	2e-53	195.6	13.0	1.0	1.0	1.8e-58	2.7e-53	195.2	13.0	10.0	181.0	17.0	192.0	8.0	193.0	0.89	glycosyl hydrolase family 45 [Colletotrichum scovillei]	False	Eukaryota	Fungi	Ascomycota	Glomerellales	Colletotrichum scovillei	brown
289	209285.0	Thermochaetoides thermophila	AGY80100.1	229.0	GCF_012932325.1;XP_034233350.1;HGT_(17,195)	-	182.0	2e-53	195.6	14.6	1.0	1.0	1.7000000000000002e-58	2.7e-53	195.2	14.6	15.0	181.0	2.0	168.0	1.0	169.0	0.93	cellobiohydrolase family protein 45, partial [Thermochaetoides thermophila]	False	Eukaryota	Fungi	Ascomycota	Sordariales	Thermochaetoides thermophila	brown
356	326684.0	Xylaria bambusicola	XP_047829285.1	256.0	GCF_012932325.1;XP_034233350.1;HGT_(17,195)	-	182.0	1.8e-53	195.7	17.1	1.0	1.0	1.7000000000000002e-58	2.7e-53	195.2	17.1	8.0	181.0	14.0	187.0	8.0	188.0	0.91	cellulase-like protein [Xylaria bambusicola]	False	Eukaryota	Fungi	Ascomycota	Xylariales	Xylaria bambusicola	brown
641	1314801.0	Pleomassaria siparia CBS 279.74	KAF2713630.1	233.0	GCF_012932325.1;XP_034233350.1;HGT_(17,195)	-	182.0	2e-53	195.6	14.4	1.0	1.0	1.8e-58	2.8e-53	195.1	14.4	13.0	181.0	19.0	186.0	8.0	187.0	0.92	glycoside hydrolase family 45 protein [Pleomassaria siparia CBS 279.74]	False	Eukaryota	Fungi	Ascomycota	Pleosporales	Pleomassaria siparia	brown
910	2648731.0	unclassified Myxococcus	WP_174458039.1	260.0	GCF_012932325.1;XP_034233350.1;HGT_(17,195)	-	182.0	2.1e-53	195.6	13.8	1.0	1.0	1.9000000000000002e-58	2.9e-53	195.1	13.8	10.0	181.0	47.0	216.0	36.0	217.0	0.96	MULTISPECIES: hypothetical protein [unclassified Myxococcus]	False	Bacteria		Myxococcota	Myxococcales	2648731	blue
