target_name	target_accession	tlen	query_name	accession	qlen	E-value	score1	bias1	#	of	c-Evalue	i-Evalue	score	bias	hmmfrom	hmmto	alifrom	alito	envfrom	envto	acc	description_of_target	species
KAJ0211640.1	-	667	GCF_012932325.1;XP_034233350.1;Meta_(219,283)	-	65	2.7e-09	51.5	2.7	1	1	3.8e-14	5.2e-09	50.6	0.4	3	63	598	661	596	663	0.83	hypothetical protein LSAT_V11C400175420 [Lactuca sativa]	Lactuca sativa
KAJ7071259.1	-	262	GCF_012932325.1;XP_034233350.1;Meta_(219,283)	-	65	2.7e-09	51.5	0.5	1	2	1.2e-06	0.17	26.6	0.0	3	28	145	170	142	179	0.83	hypothetical protein C8F01DRAFT_1109757 [Mycena amicta]	Mycena amicta
KAJ7071259.1	-	262	GCF_012932325.1;XP_034233350.1;Meta_(219,283)	-	65	2.7e-09	51.5	0.5	2	2	2.9e-05	4	22.2	0.1	38	63	198	221	190	223	0.85	hypothetical protein C8F01DRAFT_1109757 [Mycena amicta]	Mycena amicta
KAF5760953.1	-	619	GCF_012932325.1;XP_034233350.1;Meta_(219,283)	-	65	2.8e-09	51.5	0.5	1	1	7.8e-14	1.1e-08	49.6	0.5	3	63	548	613	546	615	0.82	putative DNA endonuclease Ctp1, DNA endonuclease RBBP8 [Helianthus annuus]	Helianthus annuus
KAJ0641668.1	-	619	GCF_012932325.1;XP_034233350.1;Meta_(219,283)	-	65	2.8e-09	51.5	0.5	1	1	7.8e-14	1.1e-08	49.6	0.5	3	63	548	613	546	615	0.82	putative DNA endonuclease Ctp1, DNA endonuclease RBBP8 [Helianthus annuus]	Helianthus annuus
KAJ0836815.1	-	619	GCF_012932325.1;XP_034233350.1;Meta_(219,283)	-	65	2.8e-09	51.5	0.5	1	1	7.8e-14	1.1e-08	49.6	0.5	3	63	548	613	546	615	0.82	putative DNA endonuclease Ctp1, DNA endonuclease RBBP8 [Helianthus annuus]	Helianthus annuus
XP_030498844.1	-	528	GCF_012932325.1;XP_034233350.1;Meta_(219,283)	-	65	2.9e-09	51.4	2.0	1	1	8.8e-14	1.2e-08	49.5	2.0	3	63	458	522	456	524	0.81	protein gamma response 1 isoform X2 [Cannabis sativa]	Cannabis sativa
XP_022016954.1	-	612	GCF_012932325.1;XP_034233350.1;Meta_(219,283)	-	65	3e-09	51.4	0.5	1	1	7.7e-14	1.1e-08	49.6	0.5	3	63	541	606	539	608	0.82	protein gamma response 1 [Helianthus annuus]	Helianthus annuus
XP_030498843.1	-	539	GCF_012932325.1;XP_034233350.1;Meta_(219,283)	-	65	3e-09	51.4	2.0	1	1	9e-14	1.2e-08	49.4	2.0	3	63	469	533	467	535	0.81	protein gamma response 1 isoform X1 [Cannabis sativa]	Cannabis sativa
XP_012065532.1	-	639	GCF_012932325.1;XP_034233350.1;Meta_(219,283)	-	65	3.1e-09	51.4	0.5	1	1	9.5e-14	1.3e-08	49.4	0.5	3	63	568	633	566	635	0.83	protein gamma response 1 isoform X1 [Jatropha curcas]	Jatropha curcas
KAH7424982.1	-	797	GCF_012932325.1;XP_034233350.1;Meta_(219,283)	-	65	3.1e-09	51.4	0.7	1	1	2.3e-14	3.1e-09	51.4	0.7	3	63	729	791	727	793	0.83	hypothetical protein KP509_11G035500 [Ceratopteris richardii]	Ceratopteris richardii
KAJ0682409.1	-	653	GCF_012932325.1;XP_034233350.1;Meta_(219,283)	-	65	3.1e-09	51.4	0.5	1	1	8.4e-14	1.2e-08	49.5	0.5	3	63	582	647	580	649	0.82	putative DNA endonuclease Ctp1, DNA endonuclease RBBP8 [Helianthus annuus]	Helianthus annuus
XP_033327190.1	-	883	GCF_012932325.1;XP_034233350.1;Meta_(219,283)	-	65	3.2e-09	51.3	4.2	1	1	1.4e-13	1.9e-08	48.8	4.2	2	63	812	870	811	872	0.89	myosin-2 heavy chain-like [Megalopta genalis]	Megalopta genalis
KAH7424979.1	-	814	GCF_012932325.1;XP_034233350.1;Meta_(219,283)	-	65	3.2e-09	51.3	0.7	1	1	2.3e-14	3.2e-09	51.3	0.7	3	63	746	808	744	810	0.83	hypothetical protein KP509_11G035500 [Ceratopteris richardii]	Ceratopteris richardii
XP_008612821.1	-	265	GCF_012932325.1;XP_034233350.1;Meta_(219,283)	-	65	3.2e-09	51.3	0.1	1	1	6.1e-14	8.3e-09	50.0	0.1	3	62	205	258	203	261	0.91	hypothetical protein SDRG_08705 [Saprolegnia diclina VS20]	Saprolegnia diclina VS20
XP_031573754.1	-	126	GCF_012932325.1;XP_034233350.1;Meta_(219,283)	-	65	3.3e-09	51.3	4.0	1	1	2.4e-14	3.3e-09	51.3	4.0	3	62	2	57	1	60	0.90	DNA endonuclease RBBP8-like [Actinia tenebrosa]	Actinia tenebrosa
DAZ94643.1	-	300	GCF_012932325.1;XP_034233350.1;Meta_(219,283)	-	65	3.3e-09	51.3	1.9	1	1	3.5e-14	4.7e-09	50.8	0.2	3	62	229	285	227	288	0.87	TPA: hypothetical protein N0F65_010730 [Lagenidium giganteum]	Lagenidium giganteum
CAA2933506.1	-	306	GCF_012932325.1;XP_034233350.1;Meta_(219,283)	-	65	3.4e-09	51.2	2.7	1	1	7.3e-14	1e-08	49.7	2.7	3	63	235	300	233	302	0.82	gamma response 1 [Olea europaea subsp. europaea]	Olea europaea subsp. europaea
XP_001897584.1	-	458	GCF_012932325.1;XP_034233350.1;Meta_(219,283)	-	65	3.4e-09	51.2	1.7	1	1	4.9e-14	6.8e-09	50.3	1.7	3	64	359	417	357	418	0.92	Uncharacterized protein BM_BM2746 [Brugia malayi]	Brugia malayi
XP_005847399.1	-	729	GCF_012932325.1;XP_034233350.1;Meta_(219,283)	-	65	3.4e-09	51.2	0.2	1	1	7.7e-14	1.1e-08	49.6	0.2	3	62	621	678	619	681	0.86	hypothetical protein CHLNCDRAFT_134248 [Chlorella variabilis]	Chlorella variabilis
XP_013335550.1	-	829	GCF_012932325.1;XP_034233350.1;Meta_(219,283)	-	65	3.5e-09	51.2	0.5	1	1	6.6e-14	9.1e-09	49.9	0.5	4	62	776	828	773	829	0.90	hypothetical protein, conserved [Eimeria maxima]	Eimeria maxima
XP_021845892.1	-	602	GCF_012932325.1;XP_034233350.1;Meta_(219,283)	-	65	3.5e-09	51.2	1.9	1	1	1.5e-13	2e-08	48.8	1.9	3	63	531	596	529	598	0.82	protein gamma response 1 [Spinacia oleracea]	Spinacia oleracea
RHZ19144.1	-	228	GCF_012932325.1;XP_034233350.1;Meta_(219,283)	-	65	3.5e-09	51.2	3.1	1	1	3.8e-14	5.1e-09	50.7	0.3	3	62	167	220	165	223	0.88	hypothetical protein DYB31_006462 [Aphanomyces astaci]	Aphanomyces astaci
XP_002286866.1	-	923	GCF_012932325.1;XP_034233350.1;Meta_(219,283)	-	65	3.6e-09	51.1	0.3	1	1	1e-13	1.4e-08	49.2	0.3	3	63	851	912	848	914	0.78	predicted protein [Thalassiosira pseudonana CCMP1335]	Thalassiosira pseudonana CCMP1335
TYZ61135.1	-	288	GCF_012932325.1;XP_034233350.1;Meta_(219,283)	-	65	3.6e-09	51.1	0.0	1	1	5.5e-14	7.5e-09	50.1	0.0	3	62	217	275	215	278	0.80	hypothetical protein PybrP1_008853 [[Pythium] brassicae (nom. inval.)]	[Pythium
XP_011330257.1	-	519	GCF_012932325.1;XP_034233350.1;Meta_(219,283)	-	65	3.6e-09	51.1	4.1	1	1	1.1e-13	1.5e-08	49.2	4.1	4	63	446	508	443	510	0.86	uncharacterized protein LOC105275240 isoform X1 [Ooceraea biroi]	Ooceraea biroi
XP_044347722.1	-	589	GCF_012932325.1;XP_034233350.1;Meta_(219,283)	-	65	3.7e-09	51.1	0.1	1	1	1.5e-13	2e-08	48.8	0.1	3	63	518	583	516	585	0.84	protein gamma response 1-like [Triticum aestivum]	Triticum aestivum
KAJ8430814.1	-	629	GCF_012932325.1;XP_034233350.1;Meta_(219,283)	-	65	3.7e-09	51.1	3.3	1	1	1.6e-13	2.2e-08	48.7	3.3	3	63	557	623	555	625	0.78	hypothetical protein Cgig2_006563 [Carnegiea gigantea]	Carnegiea gigantea
VAH73971.1	-	589	GCF_012932325.1;XP_034233350.1;Meta_(219,283)	-	65	3.7e-09	51.1	0.1	1	1	1.5e-13	2e-08	48.8	0.1	3	63	518	583	516	585	0.84	unnamed protein product [Triticum turgidum subsp. durum]	Triticum turgidum subsp. durum
RWW01566.1	-	411	GCF_012932325.1;XP_034233350.1;Meta_(219,283)	-	65	3.7e-09	51.1	2.1	1	1	1e-13	1.4e-08	49.3	2.1	3	63	341	405	339	407	0.78	hypothetical protein GW17_00035388 [Ensete ventricosum]	Ensete ventricosum
XP_003138913.1	-	484	GCF_012932325.1;XP_034233350.1;Meta_(219,283)	-	65	3.8e-09	51.1	1.0	1	1	6.3e-14	8.7e-09	49.9	1.0	3	62	385	441	383	444	0.92	hypothetical protein LOAG_03328 [Loa loa]	Loa loa
BAJ93828.1	-	593	GCF_012932325.1;XP_034233350.1;Meta_(219,283)	-	65	3.9e-09	51.0	0.1	1	1	1.5e-13	2e-08	48.7	0.1	3	63	522	587	520	589	0.84	predicted protein [Hordeum vulgare subsp. vulgare]	Hordeum vulgare subsp. vulgare
KAF0914194.1	-	497	GCF_012932325.1;XP_034233350.1;Meta_(219,283)	-	65	3.9e-09	51.0	3.8	1	1	3.6e-13	4.9e-08	47.5	1.9	3	63	424	491	422	493	0.84	hypothetical protein E2562_027610 [Oryza meyeriana var. granulata]	Oryza meyeriana var. granulata
KNA07040.1	-	643	GCF_012932325.1;XP_034233350.1;Meta_(219,283)	-	65	3.9e-09	51.0	1.9	1	1	1.6e-13	2.2e-08	48.6	1.9	3	63	572	637	570	639	0.82	hypothetical protein SOVF_175510 [Spinacia oleracea]	Spinacia oleracea
XP_037411930.1	-	589	GCF_012932325.1;XP_034233350.1;Meta_(219,283)	-	65	3.9e-09	51.0	0.1	1	1	1.5e-13	2e-08	48.8	0.1	3	63	518	583	516	585	0.84	protein gamma response 1-like [Triticum dicoccoides]	Triticum dicoccoides
XP_020200674.1	-	585	GCF_012932325.1;XP_034233350.1;Meta_(219,283)	-	65	4.1e-09	51.0	0.1	1	1	1.4e-13	1.9e-08	48.8	0.1	3	63	514	579	512	581	0.84	LOW QUALITY PROTEIN: protein gamma response 1 [Aegilops tauschii subsp. strangulata]	Aegilops tauschii subsp. strangulata
XP_044975160.1	-	593	GCF_012932325.1;XP_034233350.1;Meta_(219,283)	-	65	4.1e-09	51.0	0.1	1	1	1.5e-13	2e-08	48.7	0.1	3	63	522	587	520	589	0.84	protein gamma response 1 [Hordeum vulgare subsp. vulgare]	Hordeum vulgare subsp. vulgare
XP_021748006.1	-	648	GCF_012932325.1;XP_034233350.1;Meta_(219,283)	-	65	4.1e-09	51.0	1.3	1	1	1.3e-13	1.8e-08	48.9	1.3	3	63	577	642	575	644	0.80	protein gamma response 1-like [Chenopodium quinoa]	Chenopodium quinoa
VAH73973.1	-	500	GCF_012932325.1;XP_034233350.1;Meta_(219,283)	-	65	4.1e-09	51.0	0.6	1	1	1.6e-13	2.2e-08	48.6	0.6	3	63	429	494	427	496	0.84	unnamed protein product [Triticum turgidum subsp. durum]	Triticum turgidum subsp. durum
XP_003698868.2	-	521	GCF_012932325.1;XP_034233350.1;Meta_(219,283)	-	65	4.1e-09	51.0	1.5	1	1	8.2e-14	1.1e-08	49.6	1.5	3	63	450	508	448	510	0.91	LOW QUALITY PROTEIN: uncharacterized protein LOC100868822 [Apis florea]	Apis florea
XP_044355792.1	-	593	GCF_012932325.1;XP_034233350.1;Meta_(219,283)	-	65	4.2e-09	50.9	0.1	1	1	1.4e-13	1.9e-08	48.8	0.1	3	63	522	587	520	589	0.84	protein gamma response 1-like [Triticum aestivum]	Triticum aestivum
XP_037404621.1	-	593	GCF_012932325.1;XP_034233350.1;Meta_(219,283)	-	65	4.3e-09	50.9	0.6	1	1	1.5e-13	2e-08	48.7	0.1	3	63	522	587	520	589	0.84	protein gamma response 1-like isoform X2 [Triticum dicoccoides]	Triticum dicoccoides
XP_013759294.1	-	389	GCF_012932325.1;XP_034233350.1;Meta_(219,283)	-	65	4.3e-09	50.9	0.3	1	1	3.1e-14	4.3e-09	50.9	0.3	3	62	251	309	249	312	0.84	hypothetical protein AMSG_04045 [Thecamonas trahens ATCC 50062]	Thecamonas trahens ATCC 50062
VAH58305.1	-	592	GCF_012932325.1;XP_034233350.1;Meta_(219,283)	-	65	4.3e-09	50.9	0.6	1	1	1.5e-13	2e-08	48.7	0.1	3	63	521	586	519	588	0.84	unnamed protein product [Triticum turgidum subsp. durum]	Triticum turgidum subsp. durum
XP_048562299.1	-	600	GCF_012932325.1;XP_034233350.1;Meta_(219,283)	-	65	4.4e-09	50.9	0.6	1	1	1.5e-13	2.1e-08	48.7	0.1	3	63	529	594	527	596	0.84	protein gamma response 1 [Triticum urartu]	Triticum urartu
KAA8580945.1	-	619	GCF_012932325.1;XP_034233350.1;Meta_(219,283)	-	65	4.4e-09	50.9	3.2	1	1	3.2e-14	4.4e-09	50.9	3.2	3	63	521	576	519	578	0.89	hypothetical protein FQN60_013903 [Etheostoma spectabile]	Etheostoma spectabile
XP_033230172.1	-	606	GCF_012932325.1;XP_034233350.1;Meta_(219,283)	-	65	4.5e-09	50.8	4.7	1	1	3.3e-14	4.5e-09	50.8	4.7	3	58	550	603	548	606	0.90	uncharacterized protein LOC117181516 isoform X4 [Belonocnema kinseyi]	Belonocnema kinseyi
KHN19440.1	-	434	GCF_012932325.1;XP_034233350.1;Meta_(219,283)	-	65	4.5e-09	50.8	1.5	1	1	1.5e-13	2.1e-08	48.7	1.5	3	63	362	428	360	430	0.80	Protein gamma response 1 [Glycine soja]	Glycine soja
XP_025980650.1	-	245	GCF_012932325.1;XP_034233350.1;Meta_(219,283)	-	65	4.5e-09	50.8	2.2	1	1	1.4e-13	1.9e-08	48.8	2.2	3	63	173	239	171	241	0.79	protein gamma response 1 [Glycine max]	Glycine max
KAF7021591.1	-	596	GCF_012932325.1;XP_034233350.1;Meta_(219,283)	-	65	4.5e-09	50.8	0.6	1	1	1.5e-13	2e-08	48.7	0.1	3	63	525	590	523	592	0.84	hypothetical protein CFC21_034510 [Triticum aestivum]	Triticum aestivum
XP_044339184.1	-	609	GCF_012932325.1;XP_034233350.1;Meta_(219,283)	-	65	4.5e-09	50.8	0.6	1	1	1.5e-13	2.1e-08	48.7	0.1	3	63	538	603	536	605	0.84	protein gamma response 1-like [Triticum aestivum]	Triticum aestivum
XP_037404620.1	-	609	GCF_012932325.1;XP_034233350.1;Meta_(219,283)	-	65	4.5e-09	50.8	0.6	1	1	1.5e-13	2.1e-08	48.7	0.1	3	63	538	603	536	605	0.84	protein gamma response 1-like isoform X1 [Triticum dicoccoides]	Triticum dicoccoides
CAG9536503.1	-	479	GCF_012932325.1;XP_034233350.1;Meta_(219,283)	-	65	4.6e-09	50.8	0.6	1	1	7.8e-14	1.1e-08	49.6	0.6	3	62	380	436	378	439	0.92	unnamed protein product [Cercopithifilaria johnstoni]	Cercopithifilaria johnstoni
KAF7035557.1	-	587	GCF_012932325.1;XP_034233350.1;Meta_(219,283)	-	65	4.6e-09	50.8	0.1	1	1	1.4e-13	1.9e-08	48.8	0.1	3	63	516	581	514	583	0.84	hypothetical protein CFC21_046404 [Triticum aestivum]	Triticum aestivum
KAG4384047.1	-	247	GCF_012932325.1;XP_034233350.1;Meta_(219,283)	-	65	4.6e-09	50.8	2.2	1	1	1.4e-13	2e-08	48.8	2.2	3	63	175	241	173	243	0.79	hypothetical protein GLYMA_13G204200v4 [Glycine max]	Glycine max
KAI8147931.1	-	234	GCF_012932325.1;XP_034233350.1;Meta_(219,283)	-	65	4.6e-09	50.8	1.0	1	1	6.7e-14	9.1e-09	49.9	0.1	2	62	151	214	150	217	0.81	hypothetical protein BJV82DRAFT_664270 [Fennellomyces sp. T-0311]	Fennellomyces sp. T-0311
KAI5005485.1	-	477	GCF_012932325.1;XP_034233350.1;Meta_(219,283)	-	65	4.7e-09	50.8	0.6	1	1	1.5e-13	2.1e-08	48.7	0.6	3	63	406	471	404	473	0.84	hypothetical protein ZWY2020_032728 [Hordeum vulgare]	Hordeum vulgare
KAI3498594.1	-	643	GCF_012932325.1;XP_034233350.1;Meta_(219,283)	-	65	4.7e-09	50.8	1.8	1	1	6.5e-14	8.9e-09	49.9	0.2	3	63	573	637	571	639	0.87	hypothetical protein L1887_34371 [Cichorium endivia]	Cichorium endivia
VAH73972.1	-	558	GCF_012932325.1;XP_034233350.1;Meta_(219,283)	-	65	4.8e-09	50.8	0.5	1	1	1.8e-13	2.5e-08	48.4	0.5	3	63	487	552	485	554	0.84	unnamed protein product [Triticum turgidum subsp. durum]	Triticum turgidum subsp. durum
KAH7720182.1	-	268	GCF_012932325.1;XP_034233350.1;Meta_(219,283)	-	65	4.9e-09	50.7	0.6	1	1	9.4e-14	1.3e-08	49.4	0.6	4	63	180	236	177	238	0.91	Retinoblastoma-binding protein 8 [Aphelenchus avenae]	Aphelenchus avenae
GFY69422.1	-	133	GCF_012932325.1;XP_034233350.1;Meta_(219,283)	-	65	4.9e-09	50.7	2.5	1	1	6.6e-14	9.1e-09	49.9	2.5	3	62	28	77	26	80	0.93	uncharacterized protein TNIN_19671 [Trichonephila inaurata madagascariensis]	Trichonephila inaurata madagascariensis
KAJ7068233.1	-	204	GCF_012932325.1;XP_034233350.1;Meta_(219,283)	-	65	5e-09	50.7	0.2	1	2	9.9e-07	0.14	26.9	0.0	2	28	86	112	85	123	0.88	hypothetical protein C8F01DRAFT_599368 [Mycena amicta]	Mycena amicta
KAJ7068233.1	-	204	GCF_012932325.1;XP_034233350.1;Meta_(219,283)	-	65	5e-09	50.7	0.2	2	2	6e-05	8.2	21.2	0.4	40	63	142	163	132	165	0.86	hypothetical protein C8F01DRAFT_599368 [Mycena amicta]	Mycena amicta
XP_032359566.1	-	673	GCF_012932325.1;XP_034233350.1;Meta_(219,283)	-	65	5e-09	50.7	3.2	1	1	3.6e-14	5e-09	50.7	3.2	3	63	575	630	573	632	0.89	DNA endonuclease RBBP8 isoform X2 [Etheostoma spectabile]	Etheostoma spectabile
XP_032359562.1	-	674	GCF_012932325.1;XP_034233350.1;Meta_(219,283)	-	65	5e-09	50.7	3.2	1	1	3.6e-14	5e-09	50.7	3.2	3	63	576	631	574	633	0.89	DNA endonuclease RBBP8 isoform X1 [Etheostoma spectabile]	Etheostoma spectabile
EFJ16434.1	-	1208	GCF_012932325.1;XP_034233350.1;Meta_(219,283)	-	65	5.2e-09	50.6	0.5	1	1	3.8e-14	5.2e-09	50.6	0.5	3	63	1142	1203	1140	1205	0.85	hypothetical protein SELMODRAFT_445231 [Selaginella moellendorffii]	Selaginella moellendorffii
VAH58306.1	-	520	GCF_012932325.1;XP_034233350.1;Meta_(219,283)	-	65	5.3e-09	50.6	0.6	1	1	1.7e-13	2.3e-08	48.6	0.6	3	63	449	514	447	516	0.84	unnamed protein product [Triticum turgidum subsp. durum]	Triticum turgidum subsp. durum
ORX88100.1	-	996	GCF_012932325.1;XP_034233350.1;Meta_(219,283)	-	65	5.4e-09	50.6	1.5	1	1	2.6e-13	3.5e-08	48.0	1.5	2	63	928	984	927	986	0.92	hypothetical protein BCR32DRAFT_263777 [Anaeromyces robustus]	Anaeromyces robustus
XP_028195249.1	-	469	GCF_012932325.1;XP_034233350.1;Meta_(219,283)	-	65	5.5e-09	50.6	1.5	1	1	1.7e-13	2.3e-08	48.6	1.5	3	63	397	463	395	465	0.80	protein gamma response 1 isoform X2 [Glycine soja]	Glycine soja
XP_003539645.1	-	469	GCF_012932325.1;XP_034233350.1;Meta_(219,283)	-	65	5.5e-09	50.6	1.5	1	1	1.7e-13	2.3e-08	48.6	1.5	3	63	397	463	395	465	0.80	protein gamma response 1 isoform X2 [Glycine max]	Glycine max
KAF5198583.1	-	100	GCF_012932325.1;XP_034233350.1;Meta_(219,283)	-	65	5.6e-09	50.5	8.5	1	1	7.3e-13	1e-07	46.5	8.5	3	63	28	94	26	96	0.76	gamma response [Thalictrum thalictroides]	Thalictrum thalictroides
XP_028195248.1	-	482	GCF_012932325.1;XP_034233350.1;Meta_(219,283)	-	65	5.7e-09	50.5	1.5	1	1	1.7e-13	2.4e-08	48.5	1.5	3	63	410	476	408	478	0.80	protein gamma response 1 isoform X1 [Glycine soja]	Glycine soja
XP_014620601.1	-	482	GCF_012932325.1;XP_034233350.1;Meta_(219,283)	-	65	5.7e-09	50.5	1.5	1	1	1.7e-13	2.4e-08	48.5	1.5	3	63	410	476	408	478	0.80	protein gamma response 1 isoform X1 [Glycine max]	Glycine max
VBB28154.1	-	471	GCF_012932325.1;XP_034233350.1;Meta_(219,283)	-	65	5.9e-09	50.5	0.6	1	1	1.1e-13	1.5e-08	49.2	0.3	3	62	372	428	370	431	0.92	unnamed protein product [Acanthocheilonema viteae]	Acanthocheilonema viteae
XP_044531045.1	-	790	GCF_012932325.1;XP_034233350.1;Meta_(219,283)	-	65	6.1e-09	50.4	1.2	1	1	4.4e-14	6.1e-09	50.4	1.2	3	63	693	747	691	749	0.91	LOW QUALITY PROTEIN: DNA endonuclease RBBP8-like [Gracilinanus agilis]	Gracilinanus agilis
RAL48890.1	-	700	GCF_012932325.1;XP_034233350.1;Meta_(219,283)	-	65	6.2e-09	50.4	1.5	1	1	1.9e-13	2.6e-08	48.4	1.5	3	63	628	694	626	696	0.83	hypothetical protein DM860_001210 [Cuscuta australis]	Cuscuta australis
VFQ77788.1	-	700	GCF_012932325.1;XP_034233350.1;Meta_(219,283)	-	65	6.2e-09	50.4	1.5	1	1	1.9e-13	2.6e-08	48.4	1.5	3	63	628	694	626	696	0.83	unnamed protein product [Cuscuta campestris]	Cuscuta campestris
CAD7572079.1	-	804	GCF_012932325.1;XP_034233350.1;Meta_(219,283)	-	65	6.3e-09	50.4	0.5	1	1	4.6e-14	6.3e-09	50.4	0.5	3	59	718	772	716	772	0.92	unnamed protein product [Timema californicum]	Timema californicum
KAG4089995.1	-	204	GCF_012932325.1;XP_034233350.1;Meta_(219,283)	-	65	6.4e-09	50.4	1.8	1	1	4.7e-14	6.4e-09	50.4	1.8	2	63	133	189	132	191	0.89	hypothetical protein H8356DRAFT_1716279 [Neocallimastix sp. JGI-2020a]	Neocallimastix sp. JGI-2020a
PIN18763.1	-	585	GCF_012932325.1;XP_034233350.1;Meta_(219,283)	-	65	6.4e-09	50.3	2.8	1	1	2.3e-13	3.1e-08	48.1	2.8	3	63	513	579	511	581	0.84	hypothetical protein CDL12_08568 [Handroanthus impetiginosus]	Handroanthus impetiginosus
XP_016469018.1	-	609	GCF_012932325.1;XP_034233350.1;Meta_(219,283)	-	65	6.7e-09	50.3	1.7	1	1	2.4e-13	3.3e-08	48.1	1.7	3	63	537	603	535	605	0.81	PREDICTED: protein gamma response 1-like isoform X2 [Nicotiana tabacum]	Nicotiana tabacum
VDN92026.1	-	458	GCF_012932325.1;XP_034233350.1;Meta_(219,283)	-	65	6.9e-09	50.2	1.2	1	1	9.7e-14	1.3e-08	49.3	1.2	3	64	359	417	357	418	0.92	unnamed protein product [Brugia pahangi]	Brugia pahangi
KAB8103097.1	-	469	GCF_012932325.1;XP_034233350.1;Meta_(219,283)	-	65	7.1e-09	50.2	1.9	1	1	3.9e-13	5.4e-08	47.4	1.9	3	63	396	463	394	465	0.84	hypothetical protein EE612_035321, partial [Oryza sativa]	Oryza sativa
XP_007133827.1	-	475	GCF_012932325.1;XP_034233350.1;Meta_(219,283)	-	65	7.2e-09	50.2	1.8	1	1	2.4e-13	3.3e-08	48.1	1.8	3	63	403	469	401	471	0.80	hypothetical protein PHAVU_011G212200g [Phaseolus vulgaris]	Phaseolus vulgaris
RHY30763.1	-	338	GCF_012932325.1;XP_034233350.1;Meta_(219,283)	-	65	7.4e-09	50.1	0.4	1	1	1.8e-13	2.4e-08	48.5	0.4	4	62	278	330	275	333	0.86	hypothetical protein DYB32_004042 [Aphanomyces invadans]	Aphanomyces invadans
GFQ83162.1	-	123	GCF_012932325.1;XP_034233350.1;Meta_(219,283)	-	65	7.5e-09	50.1	2.5	1	1	9.9e-14	1.4e-08	49.3	2.5	3	62	40	89	38	92	0.94	uncharacterized protein TNCT_247571 [Trichonephila clavata]	Trichonephila clavata
GBN65662.1	-	239	GCF_012932325.1;XP_034233350.1;Meta_(219,283)	-	65	7.7e-09	50.1	3.0	1	1	5.6e-14	7.7e-09	50.1	3.0	3	63	103	153	101	155	0.93	hypothetical protein AVEN_122881-1 [Araneus ventricosus]	Araneus ventricosus
KAI5682016.1	-	699	GCF_012932325.1;XP_034233350.1;Meta_(219,283)	-	65	7.7e-09	50.1	3.4	1	1	3.1e-13	4.2e-08	47.7	3.4	3	63	627	693	625	695	0.82	hypothetical protein M9H77_03244 [Catharanthus roseus]	Catharanthus roseus
KAI8338701.1	-	312	GCF_012932325.1;XP_034233350.1;Meta_(219,283)	-	65	7.7e-09	50.1	1.9	1	1	1.5e-13	2.1e-08	48.7	1.9	3	62	249	303	247	306	0.91	hypothetical protein BC941DRAFT_423621 [Chlamydoabsidia padenii]	Chlamydoabsidia padenii
XP_016482753.1	-	609	GCF_012932325.1;XP_034233350.1;Meta_(219,283)	-	65	7.9e-09	50.0	2.0	1	1	3e-13	4.1e-08	47.8	2.0	3	63	537	603	535	605	0.81	PREDICTED: protein gamma response 1-like isoform X3 [Nicotiana tabacum]	Nicotiana tabacum
KAG5130814.1	-	414	GCF_012932325.1;XP_034233350.1;Meta_(219,283)	-	65	8e-09	50.0	1.5	1	1	2.2e-13	3e-08	48.2	1.5	3	63	342	408	340	410	0.79	hypothetical protein JHK84_037211 [Glycine max]	Glycine max
KAG4960123.1	-	414	GCF_012932325.1;XP_034233350.1;Meta_(219,283)	-	65	8e-09	50.0	1.5	1	1	2.2e-13	3e-08	48.2	1.5	3	63	342	408	340	410	0.79	hypothetical protein JHK87_036756 [Glycine soja]	Glycine soja
XP_050210768.1	-	630	GCF_012932325.1;XP_034233350.1;Meta_(219,283)	-	65	8.2e-09	50.0	1.4	1	1	3.7e-13	5.1e-08	47.5	1.4	3	63	558	624	556	626	0.82	protein gamma response 1 [Mercurialis annua]	Mercurialis annua
RLN65187.1	-	296	GCF_012932325.1;XP_034233350.1;Meta_(219,283)	-	65	8.3e-09	50.0	0.3	1	1	6e-14	8.3e-09	50.0	0.3	3	62	224	282	222	285	0.80	hypothetical protein BBJ28_00020370 [Nothophytophthora sp. Chile5]	Nothophytophthora sp. Chile5
GFQ68170.1	-	111	GCF_012932325.1;XP_034233350.1;Meta_(219,283)	-	65	8.3e-09	50.0	2.4	1	1	1.1e-13	1.5e-08	49.1	2.4	3	62	28	77	26	80	0.94	uncharacterized protein TNCT_729911 [Trichonephila clavata]	Trichonephila clavata
XP_011025408.1	-	640	GCF_012932325.1;XP_034233350.1;Meta_(219,283)	-	65	8.3e-09	50.0	4.2	1	1	4.2e-13	5.8e-08	47.3	4.2	3	63	567	634	565	636	0.81	PREDICTED: protein gamma response 1-like isoform X1 [Populus euphratica]	Populus euphratica
XP_009802429.1	-	609	GCF_012932325.1;XP_034233350.1;Meta_(219,283)	-	65	8.3e-09	50.0	2.0	1	1	3e-13	4.1e-08	47.8	2.0	3	63	537	603	535	605	0.81	PREDICTED: protein gamma response 1 isoform X2 [Nicotiana sylvestris]	Nicotiana sylvestris
KAG4977537.1	-	420	GCF_012932325.1;XP_034233350.1;Meta_(219,283)	-	65	8.4e-09	50.0	1.5	1	1	2.2e-13	3.1e-08	48.2	1.5	3	63	348	414	346	416	0.79	hypothetical protein JHK86_037011 [Glycine max]	Glycine max
